Kontonr;Bogført dato;Navn;Leverandørnr;Posteringstekst;Nettobeløb;Beløb;Afdelingsnr;Bilagsidentifikation;Regnskabsår;Udbetalt dato;Kassenr;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kaffefløde 9%, 250 m, Hørkram Foods;38,24;47,80;34010;2510091760036050865;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Piskefløde 38%, lakt, Hørkram Foods;21,60;27,00;34010;2510091760036050865;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Rugbrødskiks, solsik, Hørkram Foods;55,06;68,83;34010;2510091760036050865;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,06;-0,07;34010;2510091760036050865;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;A38 NATUREL 1,5% CUL, Hørkram Foods;54,36;67,95;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;COLESLAW DRESSING   , Hørkram Foods;73,47;91,84;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;COLESLAW UDEN DRESSI, Hørkram Foods;26,90;33,63;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF GULERØDDER I SKIV, Hørkram Foods;79,20;99,00;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF LØG TERN         , Hørkram Foods;186,72;233,40;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF MAJS LØSE        , Hørkram Foods;506,56;633,20;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF PANDEKAGE M/SUKKE, Hørkram Foods;839,20;1.049,00;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF PERSILLE         , Hørkram Foods;119,20;149,00;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF POM SAUTEES/KARTO, Hørkram Foods;738,40;923,00;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF STIKKELSBÆR      , Hørkram Foods;194,70;243,38;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ÆBLER TERN 10X10 , Hørkram Foods;300,08;375,10;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ÆRTER MELLEMFINE , Hørkram Foods;526,88;658,60;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ØKO BROCCOLI HÅND, Hørkram Foods;550,44;688,05;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ØKO RABARBER     , Hørkram Foods;332,56;415,70;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ØKO RODFRUGTER   , Hørkram Foods;700,48;875,60;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PISKEFLØDE 38%      , Hørkram Foods;572,55;715,69;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PROTEINDRIK 25G CHOK, Hørkram Foods;21,55;26,94;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PROTEINDRIK 25G JORD, Hørkram Foods;21,53;26,91;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PROTEINDRIK 25G VANI, Hørkram Foods;21,53;26,91;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO KÆRNEMÆLK 0,5% T, Hørkram Foods;37,80;47,25;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO MANGO KL1 ES    , Hørkram Foods;15,24;19,05;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO MINIMÆLK HARMONI, Hørkram Foods;5,41;6,76;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO SKYR MED VANILJE, Hørkram Foods;10,81;13,51;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Oksebryst, kogt, spr, Hørkram Foods;110,98;138,73;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Rugbrød Det gode gul, Hørkram Foods;87,96;109,95;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kalkunbryst med papr, Hørkram Foods;61,51;76,89;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Tomater Cherry KL1 M, Hørkram Foods;24,04;30,05;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Tunsalat, 1 kg, Hørkram Foods;53,21;66,51;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Purløg KL1 Spanien/P, Hørkram Foods;14,42;18,03;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,02;-0,02;34010;2510301761853938269;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;APPELSINER KL1 ZA   , Hørkram Foods;10,55;13,19;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DRUER BLÅ/RØD STENFR, Hørkram Foods;14,70;18,38;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DRUER GRØNNE STENFRI, Hørkram Foods;14,70;18,38;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ICEBERG SNITTET 5MM , Hørkram Foods;32,19;40,24;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ISINGFILET PANERET  , Hørkram Foods;1.666,76;2.083,45;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.25-40MM KOGT M/, Hørkram Foods;716,32;895,40;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;LIPTON THE YELLOW LA, Hørkram Foods;129,76;162,20;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;RØDSPÆTTEFILET PANER, Hørkram Foods;2.498,90;3.123,63;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO KAFFEFLØDE 9%   , Hørkram Foods;382,40;478,00;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO KÆRNEMÆLK 0,5% T, Hørkram Foods;9,45;11,81;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO MINIMÆLK 0,4% AR, Hørkram Foods;34,00;42,50;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO PISKEFLØDE 38% L, Hørkram Foods;32,40;40,50;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO YOGI THE GREEN G, Hørkram Foods;17,61;22,01;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Agurker skole KL1 Ho, Hørkram Foods;23,76;29,70;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Stjernebrød, multike, Hørkram Foods;340,58;425,73;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Rugbrød Det gode gul, Hørkram Foods;29,32;36,65;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Karse hotel uden låg, Hørkram Foods;37,10;46,38;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Leverpostej, Grovhak, Hørkram Foods;78,94;98,68;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Marinerede sild i bi, Hørkram Foods;129,47;161,84;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Peberfrugt orange 80, Hørkram Foods;12,30;15,38;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Rejesalat, 1 kg, Hørkram Foods;107,63;134,54;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Æggesalat, 1 kg, Hørkram Foods;52,98;66,23;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Peberfrugt gul KL1 H, Hørkram Foods;4,99;6,24;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,04;-0,05;34010;2510311761940432825;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;CHEASY OST I SKIVER , Hørkram Foods;189,80;237,25;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;CHEASY OST SKIV 20+ , Hørkram Foods;66,60;83,25;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;CITRONER KL1 ZA/CL  , Hørkram Foods;22,20;27,75;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF FLØDERAND        , Hørkram Foods;400,86;501,08;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF MORGENBRØD BLANDE, Hørkram Foods;254,49;318,11;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ÆBLETÆRTE CRUMBLE, Hørkram Foods;107,52;134,40;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DILD KL1 IT/DE      , Hørkram Foods;24,75;30,94;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KARSE HOTEL KL1 DK  , Hørkram Foods;18,55;23,19;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.T/MOS KOGT U/SA, Hørkram Foods;1.047,36;1.309,20;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PASTA FUSILLI SKRUER, Hørkram Foods;264,48;330,60;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO SØDMÆLK 3,5% ARL, Hørkram Foods;49,90;62,38;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Mellemfine ærter, kv, Hørkram Foods;790,32;987,90;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kartoffelbåde med sk, Hørkram Foods;669,80;837,25;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Pandekage med sukker, Hørkram Foods;629,40;786,75;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Grøntsagscouscous, 6, Hørkram Foods;1.081,96;1.352,45;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Drømmekage bradepand, Hørkram Foods;1.022,50;1.278,13;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Løg tern, 2,5 kg, Hørkram Foods;93,36;116,70;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Løse majs, 2,5 kg, Hørkram Foods;506,56;633,20;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Æbler tern, 10 x 10 , Hørkram Foods;150,04;187,55;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,02;-0,02;34010;2510101760122524663;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;CHEASY OST I SKIVER , Hørkram Foods;94,90;118,63;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;CHEASY OST SKIV 20+ , Hørkram Foods;44,40;55,50;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF BØF LINDSTRØM 130, Hørkram Foods;3.251,30;4.064,13;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF KALKUNFRIKADELLE , Hørkram Foods;125,14;156,43;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ÆBLESKIVER LF/GF , Hørkram Foods;16,56;20,70;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;GULERODS RUGBRØD DET, Hørkram Foods;73,30;91,63;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ICEBERG SNITTET 5MM , Hørkram Foods;32,19;40,24;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ITALIENSK SALAT ØKON, Hørkram Foods;25,77;32,21;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KAMSTEG SLICED CA11G, Hørkram Foods;205,49;256,86;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KARRYSILD BASE CULIN, Hørkram Foods;68,34;85,43;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KLOVBORG DANBO 45+(2, Hørkram Foods;42,00;52,50;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;LØG KL1 DK          , Hørkram Foods;9,67;12,09;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Pant A 34,00Kr. per , Hørkram Foods;34,00;42,50;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SALAT LOLLO ROSSO KL, Hørkram Foods;14,84;18,55;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SALTKØD OKSE I SKIVE, Hørkram Foods;65,65;82,06;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SKINKE KOGT UDEN SVÆ, Hørkram Foods;52,02;65,03;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO CITRONER KL1 ZA/, Hørkram Foods;9,54;11,92;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØL THY CLASSIC 4,6% , Hørkram Foods;154,20;192,75;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kartofler 25-40 mm, , Hørkram Foods;1.790,80;2.238,50;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Piskefløde 38%, 1 l, Hørkram Foods;572,55;715,69;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kaffefløde 9%, 250 m, Hørkram Foods;382,40;478,00;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Sødmælk 3,5%, 1 l, Hørkram Foods;49,90;62,38;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Druer grønne stenfri, Hørkram Foods;14,70;18,38;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Hermesetas rød, disp, Hørkram Foods;70,73;88,41;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Hindbær KL1 Portugal, Hørkram Foods;14,40;18,00;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kartofler til mos, f, Hørkram Foods;698,24;872,80;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kærnemælk 0,3%, 1 l, Hørkram Foods;40,68;50,85;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;A38 Naturel 3,5%, 1 , Hørkram Foods;55,20;69,00;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,02;-0,03;34010;2510231761245610891;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF BENLØSE FUGLE BAC, Hørkram Foods;5.871,79;7.339,74;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF BØF LINDSTRØM 130, Hørkram Foods;250,10;312,63;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF GRØNTSAGSSYMFONI , Hørkram Foods;154,24;192,80;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF MSC TORSKEFILPAN3, Hørkram Foods;5.044,80;6.306,00;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;FAXE KONDI          , Hørkram Foods;124,05;155,06;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;GULERODS RUGBRØD DET, Hørkram Foods;58,64;73,30;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KAFFEFLØDE 10% UHT  , Hørkram Foods;227,64;284,55;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KALKUNB PAPR SLI12G , Hørkram Foods;61,51;76,89;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;MIRINDA ORANGE      , Hørkram Foods;215,40;269,25;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;OKSEBRYST I SKIVER  , Hørkram Foods;237,36;296,70;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Pant A 0,80 pr. fl, Hørkram Foods;12,00;15,00;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Pant A 34,00Kr. per , Hørkram Foods;34,00;42,50;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ROASTBEEF I SKIVER  , Hørkram Foods;115,26;144,08;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO RØRÆG/ÆGGESTAND , Hørkram Foods;72,20;90,25;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO SØDMÆLK 3,5% ARL, Hørkram Foods;49,90;62,38;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Broccoli buketter 5-, Hørkram Foods;1.148,40;1.435,50;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,02;-0,02;34010;2510241761331981319;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DANABLU MAMMEN 60+  , Hørkram Foods;152,80;191,00;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF JORDBÆR          , Hørkram Foods;206,60;258,25;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF MAJSBLANDING     , Hørkram Foods;566,88;708,60;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF MSC TORSKEFILET 7, Hørkram Foods;4.388,08;5.485,10;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF SKOVBÆR          , Hørkram Foods;275,70;344,63;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ÆRTER/GULER SØDE , Hørkram Foods;332,64;415,80;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;FERSKNER I LIGHT SIR, Hørkram Foods;1.581,00;1.976,25;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;FISKESENNEP         , Hørkram Foods;75,10;93,87;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;GULERODS RUGBRØD DET, Hørkram Foods;43,98;54,98;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ITALIENSK SALAT ØKON, Hørkram Foods;25,77;32,21;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;JÆVNER OSCAR        , Hørkram Foods;650,46;813,08;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KALVEBOUILLON GRANUL, Hørkram Foods;704,00;880,00;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KARRYSALAT ØKONOMI  , Hørkram Foods;24,91;31,14;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.25-40MM KOGT M/, Hørkram Foods;895,40;1.119,25;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.40-60MM VASK KL, Hørkram Foods;11,69;14,61;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KÆRNEMÆLK 0,3%      , Hørkram Foods;20,34;25,43;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KØDPØLSE RUND SLICED, Hørkram Foods;48,40;60,50;34010;2510201760989053396;2025;04-12-2025;111;;;;;
527-32-022-01;03-12-2025;HØRKRAM FOODSERVICE A/S;85500716;LAKSEPATE           , Hørkram Foods;104,28;130,35;34010;2510201760989053396;2025;04-12-2025;111;;;;;
