Kontonr;Bogført dato;Navn;Leverandørnr;Posteringstekst;Nettobeløb;Beløb;Afdelingsnr;Bilagsidentifikation;Regnskabsår;Udbetalt dato;Kassenr;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF GUF GUF KAGE     , Hørkram Foods;563,77;704,71;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF KARTOFFELKROKETTE, Hørkram Foods;134,36;167,95;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF SKINKE MIGNON 70G, Hørkram Foods;3.088,80;3.861,00;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KIWI KL1 NZ         , Hørkram Foods;7,74;9,68;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PISKEFLØDE 38%      , Hørkram Foods;763,40;954,25;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;RØDKÅL GAMMELDAWS SA, Hørkram Foods;355,80;444,75;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO A38 NATUREL 3,5%, Hørkram Foods;41,40;51,75;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO KÆRNEMÆLK 0,5% T, Hørkram Foods;47,35;59,19;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO LETMÆLK 1,5% BIB, Hørkram Foods;108,19;135,24;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO SØDMÆLK 3,5% ARL, Hørkram Foods;50,00;62,50;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Creme fraiche dressi, Hørkram Foods;62,94;78,68;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Drømmekage bradepand, Hørkram Foods;102,25;127,81;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Græske frikadeller, , Hørkram Foods;155,01;193,76;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kyllingespyd grillet, Hørkram Foods;203,08;253,85;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Salat iceberg snitte, Hørkram Foods;32,19;40,24;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Karse hotel uden låg, Hørkram Foods;37,10;46,38;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kartoffelsalat, 5 kg, Hørkram Foods;103,62;129,53;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Salatblanding Forår,, Hørkram Foods;126,67;158,34;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Salatmix Gemüse  ter, Hørkram Foods;109,18;136,48;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Tomater 57/67 mm KL1, Hørkram Foods;13,30;16,63;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Tomater Cherry KL1 M, Hørkram Foods;24,04;30,05;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Øllebrødspulver med , Hørkram Foods;75,16;93,95;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,03;-0,04;34010;2511121762977258180;2025;11-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ABRIKOSMARMELADE    , Hørkram Foods;17,85;22,31;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;BLOMMER PASTEURISERE, Hørkram Foods;36,65;45,81;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DANABLU 60+         , Hørkram Foods;14,83;18,54;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF MIDDAGSKØDBOLLER , Hørkram Foods;1.798,77;2.248,46;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF QUORN STYKKER    , Hørkram Foods;35,19;43,99;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF STJERNEBRØD MULTI, Hørkram Foods;340,58;425,73;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;EU TERN AF NAKKEFILE, Hørkram Foods;2.755,21;3.444,01;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;GULERODS RUGBRØD DET, Hørkram Foods;43,98;54,98;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ICEBERG SNITTET 5MM , Hørkram Foods;32,19;40,24;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KARRYSALAT ØKONOMI  , Hørkram Foods;24,91;31,14;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.25-40MM KOGT M/, Hørkram Foods;1.074,48;1.343,10;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.T/MOS KOGT U/SA, Hørkram Foods;523,68;654,60;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KRAFTSKY            , Hørkram Foods;8,08;10,10;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;MELON CANTALOUP KL1 , Hørkram Foods;11,88;14,85;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;OKSEBRYST KOG SPRÆNG, Hørkram Foods;88,94;111,18;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PISKEFLØDE 38%      , Hørkram Foods;190,85;238,56;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PROTEINDRIK 25G CHOK, Hørkram Foods;21,62;27,03;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PROTEINDRIK 25G JORD, Hørkram Foods;21,59;26,99;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PROTEINDRIK 25G VANI, Hørkram Foods;43,18;53,98;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SALTKØD OKSE I SKIVE, Hørkram Foods;66,52;83,15;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ÆG SKRAB KOGT PIL ST, Hørkram Foods;147,24;184,05;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Blåskimmel Danablu 6, Hørkram Foods;153,57;191,96;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Broccoli buketter 5-, Hørkram Foods;1.276,00;1.595,00;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Rom Glens mørk 37,5%, Hørkram Foods;426,90;533,63;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Helæg af skrabeæg, p, Hørkram Foods;481,98;602,48;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Piskefløde 38%, bag , Hørkram Foods;818,06;1.022,58;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,03;-0,04;34010;2511191763581954301;2025;18-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ANANAS SMÅ RINGE SUK, Hørkram Foods;1.391,28;1.739,10;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;COLESLAW UDEN DRESSI, Hørkram Foods;26,90;33,63;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF APPELSINKAGE 27X3, Hørkram Foods;1.004,04;1.255,05;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF BØNNER OVERSKÅRNE, Hørkram Foods;320,32;400,40;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF CHAMPIGNON I SKIV, Hørkram Foods;107,56;134,45;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF KALVEBRYST SPRÆNG, Hørkram Foods;1.529,80;1.912,25;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF KØDBOLLER 3G BASE, Hørkram Foods;586,90;733,63;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF SUPPEURTER       , Hørkram Foods;179,76;224,70;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ÆBLESKIVER PANDES, Hørkram Foods;664,40;830,50;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ØKO KAFFEEKSTRAKT, Hørkram Foods;2.821,72;3.527,15;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DILD KL1 IT/DE      , Hørkram Foods;26,05;32,56;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;GULERODS RUGBRØD DET, Hørkram Foods;43,98;54,98;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;HYLDEBÆR SAFT SUR SU, Hørkram Foods;62,25;77,81;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;HYLDEBÆRSAFT 1+4    , Hørkram Foods;826,66;1.033,33;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ICEBERG SNITTET 5MM , Hørkram Foods;32,19;40,24;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ITALIENSK SALAT ØKON, Hørkram Foods;25,77;32,21;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KAFFEFLØDE 10% UHT  , Hørkram Foods;227,64;284,55;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KALKUNB PAPR SLI12G , Hørkram Foods;61,37;76,71;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KALVEFOND SIGNATURE , Hørkram Foods;503,76;629,70;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KAMMERJUNKERE ORIGIN, Hørkram Foods;365,20;456,50;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KARSE HOTEL KL1 DK  , Hørkram Foods;55,65;69,56;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PISKEFLØDE 38%      , Hørkram Foods;76,34;95,43;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;RULLEPØLSE I SKIVER , Hørkram Foods;66,86;83,58;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;RØDBEDER I TERN SAMS, Hørkram Foods;187,80;234,75;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SALTKØD OKSE I SKIVE, Hørkram Foods;66,52;83,15;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SKINKE FIRK KOGT RØG, Hørkram Foods;53,50;66,88;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;SPEGEPØLSE KARTOFFEL, Hørkram Foods;85,34;106,68;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;TOMATER FLÅEDE      , Hørkram Foods;297,36;371,70;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;TOMATJUICE NATURIG  , Hørkram Foods;14,25;17,81;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO KAFFEFLØDE 9%   , Hørkram Foods;406,30;507,88;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO SØDMÆLK 3,5% ARL, Hørkram Foods;50,00;62,50;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Broccoli buketter 5-, Hørkram Foods;63,80;79,75;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,02;-0,03;34010;2511211763754734445;2025;19-12-2025;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;CREME FRAICHE 38% 14, Hørkram Foods;204,17;255,21;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF HONNINGKAGEHJERTE, Hørkram Foods;4.086,10;5.107,63;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF KIRSEBÆR UDEN STE, Hørkram Foods;438,00;547,50;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF PORRER JULIENNE  , Hørkram Foods;113,40;141,75;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF TÆRTE MED KYLLING, Hørkram Foods;928,18;1.160,23;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ÆBLETÆRTE CRUMBLE, Hørkram Foods;215,04;268,80;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ØKO PAIN AU CHOCO, Hørkram Foods;1.550,14;1.937,68;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.TERN 15MM KOGT , Hørkram Foods;175,00;218,75;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;MOZZARELLAOST REVET , Hørkram Foods;217,96;272,45;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PASTA FUSILLI SKRUER, Hørkram Foods;264,48;330,60;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PISKEFLØDE 38% BIB M, Hørkram Foods;398,91;498,64;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PROTEINDRIK 25G CHOK, Hørkram Foods;21,62;27,03;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PROTEINDRIK 25G JORD, Hørkram Foods;21,59;26,99;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;PROTEINDRIK 25G VANI, Hørkram Foods;21,59;26,99;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO CIDER GRANATÆBLE, Hørkram Foods;624,96;781,20;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO CIDER HYLDEBLOMS, Hørkram Foods;624,96;781,20;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO EU OKSEKØD HAKKE, Hørkram Foods;3.673,38;4.591,73;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO KAFFEFLØDE 9%   , Hørkram Foods;47,80;59,75;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO RØDE LINSER     , Hørkram Foods;146,70;183,37;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Agurker uden film KL, Hørkram Foods;38,28;47,85;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Havrebrød, 8 x 687,5, Hørkram Foods;123,08;153,85;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Morgenbrød blandet, , Hørkram Foods;118,46;148,08;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Stjernebrød, multike, Hørkram Foods;340,58;425,73;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Rugbrød Det gode gul, Hørkram Foods;58,64;73,30;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Gulerødder i strimle, Hørkram Foods;30,48;38,10;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Kalvefond, Signature, Hørkram Foods;503,76;629,70;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Karse hotel uden låg, Hørkram Foods;37,10;46,38;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Salat Lollo Bionda K, Hørkram Foods;19,90;24,87;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Øllebrødspulver med , Hørkram Foods;75,16;93,95;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Afrunding;-0,02;-0,03;34010;2512031764791919679;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF SKINKE MIGNON 70G, Hørkram Foods;3.096,72;3.870,90;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF TÆRTE MED KYLLING, Hørkram Foods;6.750,40;8.438,00;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;DF ØKO RABARBER     , Hørkram Foods;332,56;415,70;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;FRITUREOLIE BASE CUL, Hørkram Foods;1.046,90;1.308,63;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.25-40MM KOGT M/, Hørkram Foods;1.790,80;2.238,50;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KART.T/MOS KOGT U/SA, Hørkram Foods;523,68;654,60;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KÆRGÅRDEN 70%       , Hørkram Foods;126,32;157,90;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;KÆRNEMÆLK 0,3%      , Hørkram Foods;20,58;25,73;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;LURPAK COOK'S RANGE , Hørkram Foods;403,68;504,60;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;MAKREL I TOMAT      , Hørkram Foods;84,44;105,55;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;MINIMÆLK LAKTOSEFRI , Hørkram Foods;21,90;27,38;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;VARMEPÆRE INFRARØD 2, Hørkram Foods;291,08;363,85;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO A38 NATUREL 3,5%, Hørkram Foods;27,60;34,50;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO CREME FRAICHE 18, Hørkram Foods;8,36;10,45;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO PISKEFLØDE 38% L, Hørkram Foods;43,20;54,00;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;ØKO SPRAYFEDT RAPSON, Hørkram Foods;432,00;540,00;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Appelsiner store, KL, Hørkram Foods;54,81;68,51;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Oksebryst, kogt, spr, Hørkram Foods;158,25;197,81;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Peberfrugt gul 80/10, Hørkram Foods;12,06;15,08;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Rugbrød Det gode gul, Hørkram Foods;43,98;54,98;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Peberfrugt orange 80, Hørkram Foods;18,45;23,06;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Tomater 57/67 mm KL1, Hørkram Foods;19,95;24,94;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Dild KL1 Italien/Tys, Hørkram Foods;26,05;32,56;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Salat iceberg snitte, Hørkram Foods;32,19;40,24;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Italiensk salat, øko, Hørkram Foods;25,77;32,21;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Karrysalat, økonomi,, Hørkram Foods;24,91;31,14;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Peberfrugt rød 80/10, Hørkram Foods;11,28;14,10;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Persille krus KL1 It, Hørkram Foods;8,64;10,80;34010;2512021764705267724;2025;;111;;;;;
527-32-022-01;04-12-2025;HØRKRAM FOODSERVICE A/S;85500716;Radiser i pose KL1 H, Hørkram Foods;14,56;18,20;34010;2512021764705267724;2025;;111;;;;;
